state_code,state,gender,post_code,force,area,category,category_code,vacancies,initial,current,allocated,left_vacancy,allocated_hc,allocated_hc_prev,key,min_marks_prev,min_marks_parta_prev,min_marks_partb_prev,min_marks_cand_dob_prev,min_marks,min_marks_parta,min_marks_partb,min_marks_cand_dob,min_marks_merit,total_marks,parta_gi,partb_ga,dob,merit
16,Jharkhand,2,E,ITBP,N,ESM,3,4,4,4,0,4,0,0,162EN3,63.22989,15.5,22.0,1984-06-08,,,,,,,,,,
16,Jharkhand,2,E,ITBP,N,OBC,6,5,5,5,5,0,0,0,162EN6,86.64851,20.75,7.0,2001-09-13,114.95121,35.75,16.5,1999-04-13,22941.0,114.95121,35.75,16.5,1999-04-13,22941.0
16,Jharkhand,2,E,ITBP,N,UR,9,16,16,16,16,0,0,0,162EN9,82.94469,31.0,6.25,2002-03-07,109.91363,37.75,8.5,2005-01-01,26667.0,109.91363,37.75,8.5,2005-01-01,26667.0
16,Jharkhand,2,F,AR,G,EWS,0,2,2,2,2,0,0,0,162FG0,105.47643,33.25,13.0,2004-05-17,122.57296,35.5,24.25,2002-06-01,17348.0,122.57296,35.5,24.25,2002-06-01,17348.0
16,Jharkhand,2,F,AR,G,SC,1,2,2,2,2,0,0,0,162FG1,94.88044,22.0,17.5,2000-10-15,110.22771,35.5,8.5,2003-09-01,26380.0,110.22771,35.5,8.5,2003-09-01,26380.0
16,Jharkhand,2,F,AR,G,ST,2,4,4,4,4,0,0,0,162FG2,100.18568,33.75,21.25,2003-04-13,111.9911,37.75,17.5,2003-01-20,25129.0,111.9911,37.75,17.5,2003-01-20,25129.0
16,Jharkhand,2,F,AR,G,ESM,3,2,2,2,0,2,0,0,162FG3,80.98304,19.75,15.25,1979-02-04,,,,,,,,,,
16,Jharkhand,2,F,AR,G,OBC,6,2,2,2,2,0,0,0,162FG6,116.19979,35.75,13.75,1999-07-13,129.25654,40.0,13.0,2000-11-09,10964.0,129.25654,40.0,13.0,2000-11-09,10964.0
16,Jharkhand,2,F,AR,G,UR,9,6,6,6,6,0,0,0,162FG9,114.10057,35.75,13.75,2004-04-21,129.12924,37.75,16.5,2002-04-15,11137.0,129.12924,37.75,16.5,2002-04-15,11137.0
16,Jharkhand,2,F,AR,N,EWS,0,2,2,2,2,0,0,0,162FN0,57.53636,13.0,8.5,2006-06-10,110.33342,38.0,7.25,2003-08-01,26286.0,110.33342,38.0,7.25,2003-08-01,26286.0
16,Jharkhand,2,F,AR,N,SC,1,2,2,2,2,0,0,0,162FN1,37.60987,10.75,10.75,2004-05-04,81.10161,33.25,6.25,2004-08-14,54903.0,81.10161,33.25,6.25,2004-08-14,54903.0
16,Jharkhand,2,F,AR,N,ST,2,5,5,5,5,0,0,0,162FN2,92.37352,26.75,22.25,2001-02-03,111.8042,33.75,14.75,2002-06-05,25241.0,111.8042,33.75,14.75,2002-06-05,25241.0
16,Jharkhand,2,F,AR,N,ESM,3,2,2,2,0,2,0,0,162FN3,63.22989,15.5,22.0,1984-06-08,,,,,,,,,,
16,Jharkhand,2,F,AR,N,OBC,6,2,2,2,2,0,0,0,162FN6,86.64851,20.75,7.0,2001-09-13,116.58576,37.75,15.25,1999-10-08,21852.0,116.58576,37.75,15.25,1999-10-08,21852.0
16,Jharkhand,2,F,AR,N,UR,9,8,8,8,8,0,0,0,162FN9,82.94469,31.0,6.25,2002-03-07,112.99425,35.5,15.25,2006-01-01,24293.0,112.99425,35.5,15.25,2006-01-01,24293.0
17,Karnataka,1,A,BSF,G,EWS,0,6,6,6,6,0,0,0,171AG0,76.01417,31.25,14.25,2002-02-26,82.00119,24.5,10.75,2003-04-24,54044.0,82.00119,24.5,10.75,2003-04-24,54044.0
17,Karnataka,1,A,BSF,G,SC,1,9,9,9,5,4,0,0,171AG1,72.58187,31.0,12.25,2002-07-12,72.58187,31.0,12.25,2002-07-12,62325.0,72.58187,31.0,12.25,2002-07-12,62325.0
17,Karnataka,1,A,BSF,G,ST,2,4,4,4,4,0,0,0,171AG2,83.33981,33.5,19.75,2000-05-28,87.92493,31.0,17.5,1998-04-01,47723.0,87.92493,31.0,17.5,1998-04-01,47723.0
17,Karnataka,1,A,BSF,G,ESM,3,6,6,6,0,6,0,0,171AG3,,,,,,,,,,,,,,
17,Karnataka,1,A,BSF,G,OBC,6,17,17,17,17,0,0,0,171AG6,74.61643,29.25,24.25,2003-09-21,80.65527,31.0,13.75,2001-01-19,55325.0,80.65527,31.0,13.75,2001-01-19,55325.0
17,Karnataka,1,A,BSF,G,UR,9,24,24,24,24,0,0,0,171AG9,79.66434,26.75,8.25,2002-05-02,84.28445,22.0,13.0,2002-06-05,51696.0,84.28445,22.0,13.0,2002-06-05,51696.0
17,Karnataka,1,B,CISF,G,EWS,0,4,4,4,4,0,0,0,171BG0,76.01417,31.25,14.25,2002-02-26,93.7976,31.25,14.5,2002-08-17,41542.0,93.7976,31.25,14.5,2002-08-17,41542.0
17,Karnataka,1,B,CISF,G,SC,1,6,6,6,6,0,0,0,171BG1,72.58187,31.0,12.25,2002-07-12,73.5971,20.5,13.5,2002-08-05,61546.0,73.5971,20.5,13.5,2002-08-05,61546.0
17,Karnataka,1,B,CISF,G,ST,2,3,3,3,3,0,0,0,171BG2,83.33981,33.5,19.75,2000-05-28,92.88194,33.5,17.5,2006-09-17,42415.0,92.88194,33.5,17.5,2006-09-17,42415.0
17,Karnataka,1,B,CISF,G,ESM,3,4,4,4,0,4,0,0,171BG3,,,,,,,,,,,,,,
17,Karnataka,1,B,CISF,G,OBC,6,11,11,11,11,0,0,0,171BG6,74.61643,29.25,24.25,2003-09-21,89.75006,32.0,9.75,2003-01-02,45776.0,89.75006,32.0,9.75,2003-01-02,45776.0
17,Karnataka,1,B,CISF,G,UR,9,17,17,17,17,0,0,0,171BG9,79.66434,26.75,8.25,2002-05-02,97.00562,31.0,10.75,2004-09-03,38175.0,97.00562,31.0,10.75,2004-09-03,38175.0
17,Karnataka,1,C,CRPF,G,EWS,0,1,1,1,1,0,0,0,171CG0,76.01417,31.25,14.25,2002-02-26,86.54065,37.75,22.0,2004-04-01,49237.0,86.54065,37.75,22.0,2004-04-01,49237.0
17,Karnataka,1,C,CRPF,G,SC,1,2,2,2,2,0,0,0,171CG1,72.58187,31.0,12.25,2002-07-12,79.64121,25.0,10.75,2003-02-15,56307.0,79.64121,25.0,10.75,2003-02-15,56307.0
17,Karnataka,1,C,CRPF,G,ST,2,1,1,1,1,0,0,0,171CG2,83.33981,33.5,19.75,2000-05-28,93.29908,29.5,11.25,2001-06-24,42038.0,93.29908,29.5,11.25,2001-06-24,42038.0
17,Karnataka,1,C,CRPF,G,ESM,3,1,1,1,0,1,0,0,171CG3,,,,,,,,,,,,,,
17,Karnataka,1,C,CRPF,G,OBC,6,4,4,4,4,0,0,0,171CG6,74.61643,29.25,24.25,2003-09-21,85.47009,23.25,23.0,2000-06-05,50412.0,85.47009,23.25,23.0,2000-06-05,50412.0
17,Karnataka,1,C,CRPF,G,UR,9,6,6,6,6,0,0,0,171CG9,79.66434,26.75,8.25,2002-05-02,91.20601,26.75,13.0,2003-05-05,44282.0,91.20601,26.75,13.0,2003-05-05,44282.0
17,Karnataka,1,E,ITBP,G,EWS,0,1,1,1,1,0,0,0,171EG0,76.01417,31.25,14.25,2002-02-26,83.35922,29.0,15.25,2005-06-21,52731.0,83.35922,29.0,15.25,2005-06-21,52731.0
17,Karnataka,1,E,ITBP,G,SC,1,2,2,2,0,2,0,0,171EG1,72.58187,31.0,12.25,2002-07-12,,,,,,,,,,
17,Karnataka,1,E,ITBP,G,ST,2,1,1,1,1,0,0,0,171EG2,83.33981,33.5,19.75,2000-05-28,88.65079,28.75,10.75,1998-05-07,46982.0,88.65079,28.75,10.75,1998-05-07,46982.0
17,Karnataka,1,E,ITBP,G,ESM,3,1,1,1,0,1,0,0,171EG3,,,,,,,,,,,,,,
17,Karnataka,1,E,ITBP,G,OBC,6,3,3,3,3,0,0,0,171EG6,74.61643,29.25,24.25,2003-09-21,83.86503,27.25,18.0,2001-06-10,52156.0,83.86503,27.25,18.0,2001-06-10,52156.0
17,Karnataka,1,E,ITBP,G,UR,9,5,5,5,5,0,0,0,171EG9,79.66434,26.75,8.25,2002-05-02,84.46833,33.5,10.5,2006-01-03,51404.0,84.46833,33.5,10.5,2006-01-03,51404.0
17,Karnataka,1,F,AR,G,SC,1,1,1,1,1,0,0,0,171FG1,72.58187,31.0,12.25,2002-07-12,94.63526,33.5,4.5,2002-07-19,40672.0,94.63526,33.5,4.5,2002-07-19,40672.0
17,Karnataka,1,F,AR,G,OBC,6,1,1,1,1,0,0,0,171FG6,74.61643,29.25,24.25,2003-09-21,110.87607,36.0,20.0,2000-07-27,25831.0,110.87607,36.0,20.0,2000-07-27,25831.0
17,Karnataka,1,F,AR,G,UR,9,1,1,1,1,0,0,0,171FG9,79.66434,26.75,8.25,2002-05-02,103.9911,38.0,12.5,2002-07-12,31621.0,103.9911,38.0,12.5,2002-07-12,31621.0
17,Karnataka,2,A,BSF,G,EWS,0,34,34,34,34,0,0,0,172AG0,65.24795,31.0,4.0,2003-02-13,80.37286,28.75,10.75,2005-08-23,55589.0,80.37286,28.75,10.75,2005-08-23,55589.0
17,Karnataka,2,A,BSF,G,SC,1,54,54,54,54,0,0,0,172AG1,65.82358,24.25,15.25,2000-06-08,77.25211,26.75,5.75,2003-02-08,58585.0,77.25211,26.75,5.75,2003-02-08,58585.0
17,Karnataka,2,A,BSF,G,ST,2,23,23,23,23,0,0,0,172AG2,83.19071,33.25,15.25,2000-11-17,90.155,31.5,17.5,2001-06-21,45373.0,90.155,31.5,17.5,2001-06-21,45373.0
17,Karnataka,2,A,BSF,G,ESM,3,34,34,34,2,32,0,0,172AG3,33.88296,20.0,4.25,1982-06-18,39.76265,5.5,20.0,1983-06-01,73177.0,39.76265,5.5,20.0,1983-06-01,73177.0
17,Karnataka,2,A,BSF,G,OBC,6,91,91,91,91,0,0,0,172AG6,71.29262,29.0,8.5,1999-06-05,83.40052,33.5,8.5,2003-05-09,52691.0,83.40052,33.5,8.5,2003-05-09,52691.0
17,Karnataka,2,A,BSF,G,UR,9,134,134,132,132,0,2,2,172AG9,77.60615,24.5,13.0,2002-06-20,86.11921,33.25,10.75,2002-03-25,49719.0,86.11921,33.25,10.75,2002-03-25,49719.0
17,Karnataka,2,B,CISF,G,EWS,0,37,37,37,37,0,0,0,172BG0,65.24795,31.0,4.0,2003-02-13,90.68382,35.5,13.25,2004-07-20,44813.0,90.68382,35.5,13.25,2004-07-20,44813.0
17,Karnataka,2,B,CISF,G,SC,1,60,60,60,60,0,0,0,172BG1,65.82358,24.25,15.25,2000-06-08,84.44665,28.75,10.75,2003-04-06,51452.0,84.44665,28.75,10.75,2003-04-06,51452.0
17,Karnataka,2,B,CISF,G,ST,2,26,26,26,26,0,0,0,172BG2,83.19071,33.25,15.25,2000-11-17,95.4035,33.5,13.25,2000-01-05,39901.0,95.4035,33.5,13.25,2000-01-05,39901.0
17,Karnataka,2,B,CISF,G,ESM,3,37,37,37,9,28,0,0,172BG3,33.88296,20.0,4.25,1982-06-18,37.28509,19.75,4.0,1987-07-14,73303.0,37.28509,19.75,4.0,1987-07-14,73303.0
17,Karnataka,2,B,CISF,G,OBC,6,100,100,98,98,0,2,2,172BG6,71.29262,29.0,8.5,1999-06-05,92.11493,35.5,24.25,2004-06-18,43311.0,92.11493,35.5,24.25,2004-06-18,43311.0
17,Karnataka,2,B,CISF,G,UR,9,149,149,142,142,0,7,7,172BG9,77.60615,24.5,13.0,2002-06-20,97.93522,40.0,17.5,2003-06-15,37349.0,97.93522,40.0,17.5,2003-06-15,37349.0
17,Karnataka,2,C,CRPF,G,EWS,0,35,35,35,35,0,0,0,172CG0,65.24795,31.0,4.0,2003-02-13,83.59381,31.0,8.5,2002-04-25,52432.0,83.59381,31.0,8.5,2002-04-25,52432.0
17,Karnataka,2,C,CRPF,G,SC,1,56,56,56,56,0,0,0,172CG1,65.82358,24.25,15.25,2000-06-08,77.99291,22.5,17.5,2000-02-27,57939.0,77.99291,22.5,17.5,2000-02-27,57939.0
17,Karnataka,2,C,CRPF,G,ST,2,24,24,24,24,0,0,0,172CG2,83.19071,33.25,15.25,2000-11-17,87.92493,31.0,22.25,1998-07-17,47721.0,87.92493,31.0,22.25,1998-07-17,47721.0
17,Karnataka,2,C,CRPF,G,ESM,3,35,35,35,1,34,0,0,172CG3,33.88296,20.0,4.25,1982-06-18,34.20045,11.5,9.5,1985-07-29,73436.0,34.20045,11.5,9.5,1985-07-29,73436.0
17,Karnataka,2,C,CRPF,G,OBC,6,94,94,94,94,0,0,0,172CG6,71.29262,29.0,8.5,1999-06-05,85.12542,22.0,22.0,2001-01-15,50821.0,85.12542,22.0,22.0,2001-01-15,50821.0
17,Karnataka,2,C,CRPF,G,UR,9,138,138,137,137,0,1,1,172CG9,77.60615,24.5,13.0,2002-06-20,88.74057,33.25,15.25,2002-03-18,46820.0,88.74057,33.25,15.25,2002-03-18,46820.0
17,Karnataka,2,D,SSB,G,EWS,0,2,2,2,2,0,0,0,172DG0,65.24795,31.0,4.0,2003-02-13,105.18541,36.0,13.0,2004-12-14,30716.0,105.18541,36.0,13.0,2004-12-14,30716.0
17,Karnataka,2,D,SSB,G,SC,1,3,3,3,3,0,0,0,172DG1,65.82358,24.25,15.25,2000-06-08,100.8178,33.5,19.75,2003-07-02,34554.0,100.8178,33.5,19.75,2003-07-02,34554.0
17,Karnataka,2,D,SSB,G,ST,2,2,2,2,2,0,0,0,172DG2,83.19071,33.25,15.25,2000-11-17,101.01628,33.5,17.5,2003-08-09,34341.0,101.01628,33.5,17.5,2003-08-09,34341.0
17,Karnataka,2,D,SSB,G,ESM,3,2,2,2,0,2,0,0,172DG3,33.88296,20.0,4.25,1982-06-18,,,,,,,,,,
17,Karnataka,2,D,SSB,G,OBC,6,6,6,6,6,0,0,0,172DG6,71.29262,29.0,8.5,1999-06-05,102.43459,37.75,17.75,2002-08-03,33104.0,102.43459,37.75,17.75,2002-08-03,33104.0
17,Karnataka,2,D,SSB,G,UR,9,8,8,8,8,0,0,0,172DG9,77.60615,24.5,13.0,2002-06-20,108.05211,28.75,17.5,2004-08-09,28102.0,108.05211,28.75,17.5,2004-08-09,28102.0
17,Karnataka,2,E,ITBP,G,EWS,0,6,6,6,6,0,0,0,172EG0,65.24795,31.0,4.0,2003-02-13,82.64783,33.25,7.25,2003-07-31,53430.0,82.64783,33.25,7.25,2003-07-31,53430.0
17,Karnataka,2,E,ITBP,G,SC,1,10,10,10,10,0,0,0,172EG1,65.82358,24.25,15.25,2000-06-08,81.24673,31.0,6.25,2002-05-13,54775.0,81.24673,31.0,6.25,2002-05-13,54775.0
17,Karnataka,2,E,ITBP,G,ST,2,5,5,5,5,0,0,0,172EG2,83.19071,33.25,15.25,2000-11-17,92.49314,29.75,8.25,2002-06-15,42850.0,92.49314,29.75,8.25,2002-06-15,42850.0
17,Karnataka,2,E,ITBP,G,ESM,3,6,6,6,0,6,0,0,172EG3,33.88296,20.0,4.25,1982-06-18,,,,,,,,,,
17,Karnataka,2,E,ITBP,G,OBC,6,17,17,17,17,0,0,0,172EG6,71.29262,29.0,8.5,1999-06-05,84.98629,23.0,18.25,2002-02-27,50949.0,84.98629,23.0,18.25,2002-02-27,50949.0
17,Karnataka,2,E,ITBP,G,UR,9,26,26,26,26,0,0,0,172EG9,77.60615,24.5,13.0,2002-06-20,89.26833,26.5,14.25,2002-05-14,46272.0,89.26833,26.5,14.25,2002-05-14,46272.0
17,Karnataka,2,F,AR,G,EWS,0,3,3,3,3,0,0,0,172FG0,65.24795,31.0,4.0,2003-02-13,101.00342,37.75,20.0,2002-06-24,34374.0,101.00342,37.75,20.0,2002-06-24,34374.0
17,Karnataka,2,F,AR,G,SC,1,5,5,5,5,0,0,0,172FG1,65.82358,24.25,15.25,2000-06-08,89.4791,33.25,24.25,2004-06-06,46086.0,89.4791,33.25,24.25,2004-06-06,46086.0
17,Karnataka,2,F,AR,G,ST,2,2,2,2,2,0,0,0,172FG2,83.19071,33.25,15.25,2000-11-17,99.35063,33.25,1.75,1999-11-17,35949.0,99.35063,33.25,1.75,1999-11-17,35949.0
17,Karnataka,2,F,AR,G,ESM,3,3,3,3,0,3,0,0,172FG3,33.88296,20.0,4.25,1982-06-18,,,,,,,,,,
17,Karnataka,2,F,AR,G,OBC,6,8,8,8,8,0,0,0,172FG6,71.29262,29.0,8.5,1999-06-05,97.237,38.0,24.25,2002-08-01,37970.0,97.237,38.0,24.25,2002-08-01,37970.0
17,Karnataka,2,F,AR,G,UR,9,11,11,11,11,0,0,0,172FG9,77.60615,24.5,13.0,2002-06-20,105.39617,31.0,24.25,2002-09-10,30502.0,105.39617,31.0,24.25,2002-09-10,30502.0
18,Kerala,1,A,BSF,G,EWS,0,3,3,3,2,1,0,0,181AG0,74.38375,17.75,4.5,2005-10-23,84.84353,24.5,20.75,2006-04-15,51108.0,84.84353,24.5,20.75,2006-04-15,51108.0
18,Kerala,1,A,BSF,G,SC,1,3,3,3,3,0,0,0,181AG1,85.24516,29.5,9.25,2002-02-15,85.24516,29.5,9.25,2002-02-15,50680.0,85.24516,29.5,9.25,2002-02-15,50680.0
18,Kerala,1,A,BSF,G,ESM,3,4,4,4,0,4,0,0,181AG3,,,,,,,,,,,,,,
18,Kerala,1,A,BSF,G,OBC,6,11,11,11,3,8,0,0,181AG6,102.69544,35.5,14.75,1999-07-21,102.69544,35.5,14.75,1999-07-21,32929.0,102.69544,35.5,14.75,1999-07-21,32929.0
18,Kerala,1,A,BSF,G,UR,9,20,20,20,3,17,0,0,181AG9,96.98829,31.5,8.75,2004-03-25,96.98829,31.5,8.75,2004-03-25,38231.0,96.98829,31.5,8.75,2004-03-25,38231.0
18,Kerala,1,A,BSF,N,EWS,0,2,2,2,0,2,0,0,181AN0,,,,,,,,,,,,,,
18,Kerala,1,A,BSF,N,SC,1,2,2,2,0,2,0,0,181AN1,34.91198,10.0,9.75,2005-10-10,,,,,,,,,,
18,Kerala,1,A,BSF,N,ESM,3,2,2,2,0,2,0,0,181AN3,,,,,,,,,,,,,,
18,Kerala,1,A,BSF,N,OBC,6,7,7,7,6,1,0,0,181AN6,49.25888,18.75,5.75,2002-11-09,49.25888,18.75,5.75,2002-11-09,71998.0,49.25888,18.75,5.75,2002-11-09,71998.0
18,Kerala,1,A,BSF,N,UR,9,13,13,13,9,4,0,0,181AN9,48.25676,8.5,15.25,2004-11-05,49.5067,13.0,10.75,2003-07-17,71947.0,49.5067,13.0,10.75,2003-07-17,71947.0
18,Kerala,1,B,CISF,G,EWS,0,2,2,2,2,0,0,0,181BG0,74.38375,17.75,4.5,2005-10-23,96.22815,33.75,15.0,2003-06-11,39068.0,96.22815,33.75,15.0,2003-06-11,39068.0
18,Kerala,1,B,CISF,G,SC,1,3,3,3,3,0,0,0,181BG1,85.24516,29.5,9.25,2002-02-15,93.65306,29.5,8.25,1997-03-17,41724.0,93.65306,29.5,8.25,1997-03-17,41724.0
18,Kerala,1,B,CISF,G,ESM,3,2,2,2,0,2,0,0,181BG3,,,,,,,,,,,,,,
18,Kerala,1,B,CISF,G,OBC,6,6,6,6,6,0,0,0,181BG6,102.69544,35.5,14.75,1999-07-21,108.83338,35.5,6.75,2001-10-07,27451.0,108.83338,35.5,6.75,2001-10-07,27451.0
18,Kerala,1,B,CISF,G,UR,9,12,12,12,12,0,0,0,181BG9,96.98829,31.5,8.75,2004-03-25,106.78983,29.75,15.5,2004-04-16,29169.0,106.78983,29.75,15.5,2004-04-16,29169.0
18,Kerala,1,B,CISF,N,EWS,0,1,1,1,0,1,0,0,181BN0,,,,,,,,,,,,,,
18,Kerala,1,B,CISF,N,SC,1,2,2,2,0,2,0,0,181BN1,34.91198,10.0,9.75,2005-10-10,,,,,,,,,,
18,Kerala,1,B,CISF,N,ESM,3,2,2,2,0,2,0,0,181BN3,,,,,,,,,,,,,,
18,Kerala,1,B,CISF,N,OBC,6,5,5,5,5,0,0,0,181BN6,49.25888,18.75,5.75,2002-11-09,84.01417,27.75,13.0,2001-09-26,51959.0,84.01417,27.75,13.0,2001-09-26,51959.0
18,Kerala,1,B,CISF,N,UR,9,10,10,10,10,0,0,0,181BN9,48.25676,8.5,15.25,2004-11-05,62.48995,27.0,6.5,2003-11-22,68711.0,62.48995,27.0,6.5,2003-11-22,68711.0
18,Kerala,1,C,CRPF,G,EWS,0,1,1,1,0,1,0,0,181CG0,74.38375,17.75,4.5,2005-10-23,,,,,,,,,,
18,Kerala,1,C,CRPF,G,SC,1,1,1,1,1,0,0,0,181CG1,85.24516,29.5,9.25,2002-02-15,88.76377,25.0,10.75,2002-03-19,46799.0,88.76377,25.0,10.75,2002-03-19,46799.0
18,Kerala,1,C,CRPF,G,ESM,3,1,1,1,0,1,0,0,181CG3,,,,,,,,,,,,,,
18,Kerala,1,C,CRPF,G,OBC,6,2,2,2,2,0,0,0,181CG6,102.69544,35.5,14.75,1999-07-21,106.14718,37.75,17.25,1999-02-23,29704.0,106.14718,37.75,17.25,1999-02-23,29704.0
18,Kerala,1,C,CRPF,G,UR,9,4,4,4,4,0,0,0,181CG9,96.98829,31.5,8.75,2004-03-25,101.60081,33.75,10.75,2002-10-07,33793.0,101.60081,33.75,10.75,2002-10-07,33793.0
18,Kerala,1,C,CRPF,N,EWS,0,1,1,1,0,1,0,0,181CN0,,,,,,,,,,,,,,
18,Kerala,1,C,CRPF,N,SC,1,1,1,1,0,1,0,0,181CN1,34.91198,10.0,9.75,2005-10-10,,,,,,,,,,
18,Kerala,1,C,CRPF,N,ESM,3,1,1,1,0,1,0,0,181CN3,,,,,,,,,,,,,,
18,Kerala,1,C,CRPF,N,OBC,6,1,1,1,1,0,0,0,181CN6,49.25888,18.75,5.75,2002-11-09,50.99842,13.0,13.0,2004-09-15,71634.0,50.99842,13.0,13.0,2004-09-15,71634.0
18,Kerala,1,C,CRPF,N,UR,9,2,2,2,2,0,0,0,181CN9,48.25676,8.5,15.25,2004-11-05,78.62133,29.25,17.0,2002-04-01,57279.0,78.62133,29.25,17.0,2002-04-01,57279.0
18,Kerala,1,E,ITBP,G,EWS,0,1,1,1,0,1,0,0,181EG0,74.38375,17.75,4.5,2005-10-23,,,,,,,,,,
18,Kerala,1,E,ITBP,G,SC,1,1,1,1,1,0,0,0,181EG1,85.24516,29.5,9.25,2002-02-15,88.42149,23.25,16.0,2002-09-04,47214.0,88.42149,23.25,16.0,2002-09-04,47214.0
18,Kerala,1,E,ITBP,G,ESM,3,1,1,1,0,1,0,0,181EG3,,,,,,,,,,,,,,
18,Kerala,1,E,ITBP,G,OBC,6,2,2,2,0,2,0,0,181EG6,102.69544,35.5,14.75,1999-07-21,,,,,,,,,,
18,Kerala,1,E,ITBP,G,UR,9,7,7,7,1,6,0,0,181EG9,96.98829,31.5,8.75,2004-03-25,99.45305,33.5,13.0,2003-01-11,35841.0,99.45305,33.5,13.0,2003-01-11,35841.0
18,Kerala,1,E,ITBP,N,OBC,6,1,1,1,1,0,0,0,181EN6,49.25888,18.75,5.75,2002-11-09,52.59275,13.25,11.0,2000-06-19,71321.0,52.59275,13.25,11.0,2000-06-19,71321.0
18,Kerala,1,E,ITBP,N,UR,9,3,3,3,0,3,0,0,181EN9,48.25676,8.5,15.25,2004-11-05,,,,,,,,,,
18,Kerala,1,F,AR,G,UR,9,1,1,1,1,0,0,0,181FG9,96.98829,31.5,8.75,2004-03-25,97.29196,35.5,7.75,2002-12-09,37889.0,97.29196,35.5,7.75,2002-12-09,37889.0
18,Kerala,1,F,AR,N,UR,9,1,1,1,0,1,0,0,181FN9,48.25676,8.5,15.25,2004-11-05,,,,,,,,,,
18,Kerala,2,A,BSF,G,EWS,0,21,21,21,2,19,0,0,182AG0,40.50062,6.25,6.25,2005-10-01,45.96424,12.25,15.25,2003-02-01,72547.0,45.96424,12.25,15.25,2003-02-01,72547.0
18,Kerala,2,A,BSF,G,SC,1,21,21,21,18,3,0,0,182AG1,51.31907,17.0,9.25,2002-12-17,51.31907,17.0,9.25,2002-12-17,71571.0,51.31907,17.0,9.25,2002-12-17,71571.0
18,Kerala,2,A,BSF,G,ST,2,2,2,2,1,1,0,0,182AG2,56.03384,19.75,17.5,2000-10-23,66.51916,33.25,8.5,1998-12-12,66599.0,66.51916,33.25,8.5,1998-12-12,66599.0
18,Kerala,2,A,BSF,G,ESM,3,21,21,21,1,20,0,0,182AG3,38.17905,7.75,-0.25,1983-09-15,42.05861,11.75,4.75,1980-04-02,72977.0,42.05861,11.75,4.75,1980-04-02,72977.0
18,Kerala,2,A,BSF,G,OBC,6,58,58,58,58,0,0,0,182AG6,58.75999,23.25,7.0,2002-11-07,63.61231,27.25,15.5,1999-12-20,68210.0,63.61231,27.25,15.5,1999-12-20,68210.0
18,Kerala,2,A,BSF,G,UR,9,111,111,110,102,8,1,1,182AG9,58.91051,22.0,8.5,2005-09-01,58.98324,29.0,6.25,2003-03-11,69914.0,58.98324,29.0,6.25,2003-03-11,69914.0
18,Kerala,2,A,BSF,N,EWS,0,16,16,16,0,16,0,0,182AN0,41.54806,23.5,0.75,2006-03-20,,,,,,,,,,
18,Kerala,2,A,BSF,N,SC,1,16,16,16,6,10,0,0,182AN1,36.90547,12.5,7.75,2000-06-22,43.0335,25.0,2.5,2001-02-20,72891.0,43.0335,25.0,2.5,2001-02-20,72891.0
18,Kerala,2,A,BSF,N,ST,2,1,1,1,1,0,0,0,182AN2,47.96189,21.0,11.75,1999-08-12,53.97391,22.0,17.5,2002-06-14,71070.0,53.97391,22.0,17.5,2002-06-14,71070.0
18,Kerala,2,A,BSF,N,ESM,3,16,16,16,0,16,0,0,182AN3,,,,,,,,,,,,,,
18,Kerala,2,A,BSF,N,OBC,6,41,41,41,19,22,0,0,182AN6,40.71156,16.25,5.5,2006-08-13,42.51539,21.5,7.75,2001-12-16,72942.0,42.51539,21.5,7.75,2001-12-16,72942.0
18,Kerala,2,A,BSF,N,UR,9,81,81,81,13,68,0,0,182AN9,48.05089,25.75,1.0,2002-02-15,51.27183,15.25,4.0,2002-03-10,71577.0,51.27183,15.25,4.0,2002-03-10,71577.0
18,Kerala,2,B,CISF,G,EWS,0,20,20,20,4,16,0,0,182BG0,40.50062,6.25,6.25,2005-10-01,46.85004,20.0,6.5,2003-01-05,72406.0,46.85004,20.0,6.5,2003-01-05,72406.0
18,Kerala,2,B,CISF,G,SC,1,22,22,22,22,0,0,0,182BG1,51.31907,17.0,9.25,2002-12-17,57.53636,31.5,5.5,2000-01-15,70297.0,57.53636,31.5,5.5,2000-01-15,70297.0
18,Kerala,2,B,CISF,G,ST,2,2,2,2,1,1,0,0,182BG2,56.03384,19.75,17.5,2000-10-23,66.82429,24.25,10.75,2005-02-02,66403.0,66.82429,24.25,10.75,2005-02-02,66403.0
18,Kerala,2,B,CISF,G,ESM,3,21,21,21,3,18,0,0,182BG3,38.17905,7.75,-0.25,1983-09-15,38.17905,7.75,-0.25,1983-09-15,73255.0,38.17905,7.75,-0.25,1983-09-15,73255.0
18,Kerala,2,B,CISF,G,OBC,6,57,57,54,54,0,3,3,182BG6,58.75999,23.25,7.0,2002-11-07,80.15888,33.5,22.25,2000-11-15,55769.0,80.15888,33.5,22.25,2000-11-15,55769.0
18,Kerala,2,B,CISF,G,UR,9,110,110,110,110,0,0,0,182BG9,58.91051,22.0,8.5,2005-09-01,73.45923,27.0,10.0,2002-03-29,61633.0,73.45923,27.0,10.0,2002-03-29,61633.0
18,Kerala,2,B,CISF,N,EWS,0,13,13,13,0,13,0,0,182BN0,41.54806,23.5,0.75,2006-03-20,,,,,,,,,,
